Type de bien,Localisation,Annonce,Configuration des pièces,Type de transaction,Salles de bains,Superficie,Prix,Chambres
,Ariana,Terrain 680 m2 dominant le relief de Nahli.,,False,False,False,265000,False
,Le Kef,A vendre très joli et discret terrain nu au Kef  dans zone d'avenir للبيع أرض جميلة جدا في موقع أجمل بالكاف الغربية,,False,False,False,70000,False
,Sousse,Appartement s+1  à louer avec vue de la mer,,À Louer,1,1,850,1
,Ariana,Appartement Coquette S+2 à Louer,S+2,À Louer,1,False,,2
,Ariana,Duplexe Lylian Meublé à Louer à Raoued Plage,,À Louer,2,200,1500,3
,Tunis,appartement S+2 (1ér étage) au Bardo Centre,S+2,À Louer,1,90,850,2
,Tunis,Une bonne opportunité d’investir à Ouardiya 1,,À Vendre,1,417,800000,3
,La Manouba,Terrain Industriel à Mornaguia  sur route principal,,False,False,False,1265000,False
,Médenine,Djerba maison à la nuitée pour 6 personnes à Djerba Midoun,,À Louer,1,70,50,2
,Tunis,en vente un fond de tous commerce au cœur du Bardo,,À Vendre,1,16.5,60000,False
,Ariana,أرض للبيع,,False,False,False,500,False
,Tunis,a vendre fond de commerce d'un restaurant très connu à l'aouina,,À Vendre,1,250,200000,1
,Tunis,A louer_bureau A+2_Lac 2,,À Louer,1,82,2200,3
,Ariana,Bureau 180m² à Charguia 1,,À Louer,2,180,2500,7
,Tunis,S+3 DERRIÈRE LE GRAND CARREFOUR DE LA MARSA🔥🔥,S+3,À Louer,3,120,2200,3
,Médenine,Terrain à vendre  - Djerba Temlel,,False,False,False,454997,False
,Sfax,⛔ location appartement meublé Luxe s+1/s+2 pour nuitées ⛔,,À Louer,2,140,,2
,Sfax,⛔ location appartement meublé Luxe s+1/s+2 pour nuitées ⛔,,À Louer,2,141,,2
,Ariana,Appartement à louer S+2 avec place parking,S+2,À Louer,1,100,1700,2
,Sousse,Local Charpente El Bhaier H-Sousse,,À Louer,1,1300,7800,1
,Ariana,location,,À Louer,1,97,100,2
,Ben Arous,a vendre villa Mourouj 6,,À Vendre,0,0,,0
,Ariana,a louer,,À Louer,1,68,750,2
,Tunis,"Fond de Commerce Fast-Food entièrement équipé, matériel neuf",,À Vendre,1,58,90000,1
,Tunis,a loure,,À Louer,1,17,550,1
,Bizerte,salon a vendre,,False,False,False,600,False
,La Manouba,a louer dépôt commercial,,À Louer,3,340,2800,1
,Bizerte,Vente terrain Kef Abed Titre individuel 100l de la plage,,False,False,False,150,False
,Tunis,A vendre Duplex S+4 en hauteur à el Manar 3.,S+4,À Vendre,3,208,800000,4
,Sousse,A louer local commercial 300m,,À Louer,1,300,2500,4
,Nabeul,4 terrains constructibles à Lebna,,False,False,False,270,False
,Ben Arous,Etage de villa S+3 à louer à Ezzahra nakhil,S+3,À Louer,1,110,1100,3
,Nabeul,Villa Pied dans l'eau,,À Vendre,3,1495,,4
,Ariana,Lot de terrain de 235m à vendre à Ariana soghra,,False,False,False,230000,False
,Sousse,ارض للبيع 296م شط الرمان اكودة,,False,False,False,300,False
,La Manouba,دار للكراء,,À Louer,1,110,250,2
,Nabeul,Villa individuelle,,À Louer,1,900,4000,4
,Tunis,studio à louer,,À Louer,1,25,300,1
,Mahdia,🏡 maison,,False,False,False,140000,False
,La Manouba,A 5 minutes du centre ville,,False,False,False,297430,False
,Sfax,Appartement a vendre,,À Vendre,1,100,150,3
,Ariana,Appt a louer S plus 2,,À Louer,1,80,700,3
,Ben Arous,Duplex à Rades Meliane,,À Vendre,3,133,550000,3
,Bizerte,Terrain agricole 10500m à vendre à Rasljbal -bizerte,,False,False,False,650000,False
,Bizerte,Villa Metline,,False,False,False,1050,False
,Bizerte,maison Ghar Meleh,,À Vendre,2,103,,4
,Bizerte,Deux terrains à vendre à ElMetlin-Bizerte,,False,False,False,66000,False
,Ben Arous,Habitation.,,À Louer,1,89,650,3
,Ariana,A LOUER ARIANA PRÈS TERMINUS MÉTRO S+1,S+1,False,False,False,480,False
,Jendouba,Bel Air,,À Louer,-1,130,200,2
,Sfax,Terrain à vendre,,False,False,False,,False
,Tunis,Commerce Bab Bnet et Bir Lahjar,,À Vendre,0,132,,1
,Tunis,appt s2 tres propre a kamel ataturk pres av borguiba,,À Louer,1,80,700,3
,Le Kef,قطعة أرض للبيع,,False,False,False,61000,False
,Tunis,Studio à louer à Carthage Mohamed Ali,,À Louer,1,22,320,1
,La Manouba,خزانة,,False,False,False,750,False
,Sfax,Location d'une maison S+3 à Sfax .,S+3,À Louer,01,120,600,04
,Bizerte,lot de terrain a chatt Mami,,False,False,False,,False
,Tunis,🤩⛳️ 🍀 A Louer Appartement S+1 Neuf (vide) à El menzah 9C .,S+1,À Louer,1,65,1000,1
,Tunis,A Louer Appartement S+2 (vide) à El Menzah9,S+2,À Louer,2,90,900,2
,Tunis,Location d'appartement s+2,,À Louer,1,00,,2
,Mahdia,Appartement à l'hôtel mahdia beach,,À Louer,1,75,,2
,Sousse,Terrain à vendre,,False,False,False,,False
,Sfax,"À vendre terrain 4004 m² R+4
  📍Route El Afrane Km 8
✅Titre foncier
sur la route principale (première position). 
☎️20757817",,False,False,False,,False
,Tunis,s+1,,À Louer,1,1,1000,1
,Mahdia,دار للبيع فيها 6بيوت 610متر مربع وسط بلاد في قصور الساف قرب جميع مرافق الحياة,,À Vendre,1,610,,6
,Sfax,Villa S+5 à Taniour km 2.5,S+5,À Vendre,2,833,550000,5
,Ariana,Terrain viabilisé,,False,False,False,876000,False
,Ariana,Villa inachevée,,À Vendre,2,220,530000,4
,Tunis,A louer Bureau spacieux 240 m2 CUN,,À Louer,3,240,4200,5
,Ariana,terrain promotion r+6 de 1144 m,,False,False,False,1400000,False
,Ariana,A vendre terrain chorfech sidi Thabet,,False,False,False,125000,False
,Tunis,cherche colocataire a lafayette,,À Louer,1,100,300,3
,Ariana,Studio Ennasr 2,,À Louer,1,50,900,False
,Tunis,Appartement s1 meublé aux jardins de Carthage zal1284,,À Louer,1,1,1700,1
,Tunis,Appartement s1 à l'aouina mal1338,,À Louer,1,1,1500,1
,Tunis,اجهزة محل مواد غذائية,,À Vendre,False,False,,5
,Ariana,A VENDRE UN TERRAIN A ARIANA SOGHRA,,False,False,False,680000,False
,Kairouan,مولد كهربائي 12kavia,,False,False,False,,False
,Tozeur,Immobilier,,À Louer,1,65,120,2
,Tunis,للكراء 3 قراجات خلف كارفور المرسى,,False,False,False,,False
,Tunis,Appartement a louer,,À Louer,1,58,850,1
,Ariana,A louer Duplex S+3 à Jardin el menzah,S+3,À Louer,2,180,2200,3
,Ariana,A louer Etage de villa S+4 à Menzah 8,S+4,À Louer,2,181,1700,4
,Tunis,maison à louer,,À Louer,1,1,380,2
,Ariana,Magnifique étage s+3 haut standing,,À Louer,2,170,1250,3
,Tunis,A LOUER – S+1 – JARDINS DE CARTHAGE – TEL 58713586– FB.7206,S+1,À Louer,1,64,1200,1
,Nabeul,Studio à louer,,À Louer,1,80,400,1
,Tunis,Appartement s2 vue mer à gammart mal1339,,À Louer,1,1,3500,2
,Mahdia,𝒂̀ 𝒗𝒆𝒏𝒅𝒓𝒆 𝒂𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕 𝒔+1 𝒗𝒖𝒆 𝒔𝒖𝒓 𝒎𝒆𝒓 𝒆𝒕 𝒑𝒊𝒆𝒅 𝒅𝒂𝒏𝒔 𝒍'𝒆𝒂𝒖 𝒂̀ 𝒎𝒂𝒉𝒅𝒊𝒂,,À Vendre,1,73,380000,1
,Mahdia,𝑺+2 𝑨̀ 𝑽𝒆𝒏𝒅𝒓𝒆 𝑺𝒑𝒂𝒄𝒊𝒆𝒖𝒙 𝑬𝒕 𝑫𝒊𝒓𝒆𝒄𝒕𝒆𝒎𝒆𝒏𝒕 𝑷𝒓𝒐𝒎𝒐𝒕𝒆𝒖𝒓 𝑷𝒓𝒐𝒄𝒉𝒆 𝑫𝒆 𝑳𝒂 𝑷𝒍𝒂𝒈𝒆,,À Vendre,2,116.84,450000,2
,Nabeul,🧨A LOUER APPARTEMENT MEUBLE TRES HAUT STANDING A NABEUL 👍,,À Louer,1,85,850,-1
,Tunis,A LOUER UN APPARTEMENT S+1 Meublé  A JARDIN L'AOUINA,S+1,À Louer,1,70,1100,1
,Tunis,APPARTEMENT S+1 A LOUER,S+1,À Louer,1,65,1200,0
,Tunis,A louer appartement S+1 meublé à Sidi Daoued,S+1,À Louer,1,100,2000,1
,Tunis,Bureau en 8 espaces - 246m²- Lac 2- IFCL2158,,À Louer,0,246,5800,8
,Bizerte,Villa à Vendre à Jarzouna Bizerte - vue de mer,,À Vendre,2,206,470000,3
,Tunis,🏠𝐉𝐚𝐫𝐝𝐢𝐧s 𝐝𝐞 𝐂𝐚𝐫𝐭𝐡𝐚𝐠𝐞 ; à LOUER joli appt 𝐒+𝟏 Haut stg🏠,,À Louer,1,70,,1
,Ariana,🏠ARIANA  ; à LOUER   appt 𝐒+3 (210 M²) Bien situé 🏠,,À Louer,2,210,,3
,Ben Arous,Dépôt Harper à Vendre à Rades,,À Vendre,False,2500,1099998,False
,Ariana,🏬 𝐄𝐍𝐍𝐀𝐒𝐑 ; 𝐀 𝑳𝑶𝑼𝑬𝑹 𝑳𝒐𝒄𝒂𝒍 𝒄𝒐𝒎𝒎𝒆𝒓𝒄𝒊𝒂𝒍 𝐁𝐢𝐞𝐧 𝐬𝐢𝐭𝐮𝐞́🏬,,À Louer,1,16,650,1
,Tunis,Appartement s1 meublé aux jardins de carthage mal1328,,À Louer,1,1,1750,1
,Tunis,A LOUER UN APPARTEMENT S+1 MEUBLE A CITE L WAHAT,S+1,À Louer,1,60,1100,1
,Ariana,un appartement type S3 à Menzeh6,,À Vendre,2,120,330000,3
,Gafsa,"Terrain Agricole Eira à Vendre à Metlaoui, Gafsa",,False,False,False,1750000,False
,Tunis,Parapharmacie Prada à Vendre à La Marsa,,À Vendre,1,100,270000,1
,Ben Arous,"À Louer : Appartement S+2 à Mourouj 4, près du Lycée Brahmi",S+2,À Louer,1,82,600,3
,Tunis,Villa Rêve Avec Piscine à Vendre à Route du Relais La Marsa,,À Vendre,4,654,1800000,4
,Tunis,villa la marsa sidi daoud 500m2,,À Vendre,3,400,1350000,5
,Tunis,S+1 Meublé en location,S+1,À Louer,1,82,1800,1
,Ariana,A VENDRE VILLA – LA SOUKRA – TEL 56306032 – FB.6715,,À Vendre,2,240,950000,3
,Bizerte,Usine Le Roux a vendre a Utique,,À Vendre,4,6711,2200000,5
,Ben Arous,Un appartement S+2 de 115 m² à Hammam Lif,S+2,À Vendre,1,90,142000,2
,Ben Arous,terrain bir el kassaa zone ind 15500m,,False,False,False,14999999,False
,Tunis,"Immeuble Lyne à Vendre à Bab Fella, Montfleury",,À Vendre,1,136,500000,3
,Nabeul,Etage de Villa à louer à l'année à HAMMAMET,,À Louer,2,150,1600,3
,Bizerte,Appartement à louer à Borj ghamez Bizerte,,À Louer,1,100,450,2
,Sousse,منزل طابق ارضي للبيع,,À Vendre,1,477,260,4
,Ben Arous,Terrain Industriel Djan à Vendre à Rades,,False,False,False,500000,False
,Tunis,Immeuble Zaid à Vendre à El Ouardia 4,,À Louer,2,240,440000,8
,Sousse,appartement rez de chaussée,,À Vendre,1,58,190000,1
,Nabeul,À Vendre Maison avec Piscine à Monchar 1,,À Vendre,1,245,270000,3
,Tunis,Bureau en 4 espaces-90m²- Lac 1 – IFCL1305,,À Louer,0,90,2200,4
,Sousse,terrain aménagé,,False,False,False,360000,False
,Tunis,Terrain à Vendre à Gammarth Supérieur,,False,False,False,,False
,Tunis,luxueuse S+2 à louer aux jardins de l’aouina,S+2,À Louer,1,120,150,2
,Sousse,appartement tantana,,À Vendre,1,102,330000,2
,Bizerte,"A louer étage supérieur de villa S+3, meublé à 30 mètres de la plage",S+3,À Louer,1,False,800,4
,Tunis,Local commercial-100m²-CUN-IFCU103,,À Louer,0,100,5000,1
,Tunis,Bureau en 2 espaces - 60m² - Montplaisir- IFCM178,,À Louer,0,60,850,2
,Tunis,Bureau en 3 espaces - 140m²- Montplaisir- IFCM145,,À Louer,0,140,3100,3
,Tunis,Bureau en 4 espaces - 80m²- Montplaisir- IFCM165,,À Louer,0,80,1300,4
,Ariana,Agréable S+2 haut standing avec une terrasse  à Ennasr 2,S+2,À Louer,2,130,1499,2
,Bizerte,Terrain à vendre à les Grottes Bizerte -vue de mer,,False,False,False,390000,False
,Sfax,Loue villa meublée,,À Louer,4,500,4000,4
,Monastir,studio haut standing,,À Louer,1,70,900,1
,Nabeul,"À vendre:S+2 avec terrasse vue de mer à Cité El Wafa, Nabeul.",S+2,À Vendre,0,110,395000,2
,Nabeul,"location année universitaire: s+2 meublé dans une résidence à cité el wafa, Nabeul",,À Louer,0,88,850,2
,Nabeul,"Opportunité d'investissement  S+1 en cours de construction à Cité el wafa ,Nabeul",S+1,À Vendre,0,62,235600,1
,Nabeul,"Location Annuelle: S+2 meublé dans une résidence à Mrezga, Hammamet nord.",S+2,À Louer,0,116,1000,2
,Nabeul,"A vendre: S+1 de 65m² dans une résidence  à cité el wafa, Nabeul",S+1,À Vendre,0,65,235000,1
,Nabeul,"A vendre : Appartement S+2 de 104 m² avec une terrasse de 12 m² à Cité el wafa , Nabeul.",S+2,À Vendre,1,104,362999,2
,Nabeul,"A vendre : Appartement S+2 de 115 m² avec une terrasse de 19 m² à Cité el wafa , Nabeul.",S+2,À Vendre,0,115,411000,2
,Nabeul,"Location Annuelle: S+2 vide à cité el wafa,Nabeul.",S+2,À Louer,0,95,800,2
,Nabeul,"À vendre: S+2  Vue sur mer  à Cité el Wafa ,Nabeul .",S+2,À Vendre,0,107,410000,2
,Sousse,392m2 TF individuel Route Principale Chatt Mariem,,False,False,False,225000,False
,Sousse,Une ferme à vendre situé à kalaa kbira bourra,,False,False,False,900000,False
,Nabeul,"À vendre Immeuble de 690m² sur un terrain isolée de 391m² à Cité el Wafa,Nabeul",,À Vendre,4,391,1300000,10
,Tunis,A louer Appartement S+3 situé à Cité Mahrajene,S+3,À Louer,1,145,1400,3
,Nabeul,"À vendre : S+3 de 163m² à Cité El Wafa,Nabeul",S+3,À Vendre,2,163,490000,3
,Sousse,(S+3) Jamais Habité à Khezema EST  avec Place de Parking au Sous Sol,S+3,À Louer,2,100,1150,3
,Sousse,Bureau (A+2) au Plein Cœur de Sousse avec Place de Parking,,À Vendre,1,69,239000,2
,Nabeul,𝔸 𝕍𝔼ℕ𝔻ℝ𝔼  un terrain à Hammamet Nord 29256226,,False,False,False,,False
,Ariana,Jolie  Appartemen rdc chaussée  s+2,,À Louer,1.0,120.0,520,3.0
,Sousse,(S+2)  à Khezema EST dans un Quartier  Résidentiel,S+2,À Louer,1,100,1000,2
,Bizerte,Charmante maisonnette s+1 Entièrement meublée à louer,,À Louer,False,False,490,False
,Kébili,هكتار ونصف للبيع في الدرجين,,False,False,False,123,False
,Sousse,A louer appartement meublé à corniche Sousse,,À Louer,1,90,1499,2
,Tunis,A louer un local commercial très propre,,À Louer,1,60,1900,1
,Nabeul,Maison 743 m²  à Fatha 2 Kelibia,,À Vendre,2,743,660000,4
,Nabeul,S+2 à Hammamet Nord,S+2,À Louer,1,85,1300,2
,Nabeul,S+3 meublé de 130m2,S+3,À Louer,1,130,1350,3
,Tunis,Villa  à vendre à Mutuelle Ville,,À Vendre,6,500,,10
,Ben Arous,Appartement S+2 a ezzahra lycée,S+2,À Vendre,1,75,164999,0
,Ben Arous,Dépôt Cando à Vendre à Rades,,À Vendre,False,1000,600000,False
,Sfax,appartement a louer,,À Vendre,1.0,110.0,,3.0
,Nabeul,S+3 à Hammamet Nord,S+3,À Louer,3,120,1650,3
,Ariana,Location des bureaux médicaux,,À Louer,2,70,900,2
,Sousse,‎فرصة استثمار тerrαιɴ de 1825м2 100Dтleм² 🔥‎,,False,False,False,100,False
,Tunis,A LOUER - S+1 - AIN ZAGHOUEN - 50362627 - FB.7143,S+1,À Louer,1,68,1000,1
,Nabeul,𝐀 𝐯𝐞𝐧𝐝𝐫𝐞 𝙪𝙣𝙚 𝙢𝙖𝙜𝙣𝙞𝙛𝙞𝙦𝙪𝙚 𝐯𝐢𝐥𝐥𝐚 𝙥𝙞𝙚𝙙𝙨 𝙙𝙖𝙣𝙨 𝙡'𝙚𝙖𝙪  𝙖̀ 𝙥𝙡𝙖𝙜𝙚  𝙀𝙡 𝙈𝙖𝙧𝙨𝙖 𝙆𝙚́𝙡𝙞𝙗𝙞𝙖,,À Vendre,1,500,700000,4
,Tunis,دار للكراء,,À Louer,1,75,450,3
,Sousse,قطعة أرض مع رخصة بناء,,False,False,False,1400,False
,Sfax,Maison 100m2 à louer,,À Louer,1,100,490,-2
,Sousse,"Deux appartement s+3, s+2 avec local commercial à vendre situé à hammem sousse",,À Vendre,2,410,650000,5
,Tunis,A vendre fonds de commerce au Lac 2,,À Vendre,1,77,430000,1
,Ben Arous,APPART S+2 HTS A H.LIF,S+2,À Louer,1,150,1100,3
,Ariana,A vendre une villa avec piscine à la Soukra,,À Louer,5,253,1230000,5
,Nabeul,Location Annuelle : Un Duplex spacieux en S+4 meublés dans une résidence très bien sécurisée à Mrezga Nabeul.,S+4,À Louer,2,250,2300,4
,Nabeul,دار مستقلة جديدة مشرهة مع تراس يعمل الكيف و فضاء للسيارة,,À Vendre,1,165,190000,3
,Tunis,A LOUER UN ETAGE DE VILLA S+3 A ITE TAIEB LMHIRI,S+3,À Louer,1,120,1200,3
,Nabeul,porte,,False,False,False,,False
,Tunis,Immeuble Endo à Louer aux Berges du Lac 3,,À Louer,8,4000,20000,8
,Ariana,S+3 à vendre,S+3,À Vendre,False,False,350000,False
,Sousse,a louer appartement haute standing a sahloul4,,À Louer,1,90,100,1
,Nabeul,Des terrains d’habitation à Kelibia,,False,False,False,80000,False
,Jendouba,**للبيع: مخبزة في وسط مدينة وادي مليز، جندوبة** Boulangerie,,À Vendre,1,300,600000,4
,La Manouba,s+1 à louer à la résidence aziz 2 prés de l'hopital razi et de la faculté de la manouba,,À Louer,01,50,375,01
,Nabeul,فيلا تعمل الكيف في قليبية مع قراج وين تحط كرهبتك,,À Vendre,1,160,230000,2
,Nabeul,apparemment s1 à Yasmine hammamet,,À Louer,1,1,1800,1
,Gabès,maison meublée a louer,,À Louer,1,50,100,0
,Ariana,A louer,,À Louer,1,110,580,2
,Sidi Bouzid,منزل للبيع,,À Vendre,0,0,,2
,Ariana,A louer rez de jardin meublé indépendant à El Menzah 5,,À Louer,1,100,1500,2
,Tunis,A vendre Bureau à usage commercial TND,,À Vendre,1,230,800000,False
,Ariana,A vendre appartement S2 190m² à la Soukra,,À Vendre,1,190,450000,2
,Tunis,A louer immeuble 5050 m² au centre ville Tunis,,À Louer,15,5050,65000,0
,Tunis,A Louer un S+3 richement meublé et bien entretenu au 4éme étage au centre ville.,S+3,À Louer,2,135,3500,3
,Ariana,s3 hedi nouira,,À Louer,2,128,1200,3
,Ariana,stand de foire,,False,False,False,,False
,Sousse,local commercial sahloul,,À Louer,1,180,4800,10+
,Nabeul,شقق فخمة في جنان المنصورة بسوم معقول,,À Vendre,1,90,165000,2
,Tunis,DÉPÔT À LOUER,,À Louer,2,250,2500,1
,Ariana,maison spacieuse très proche de la route principale sur deux étages avec 400 m de superficie,,À Vendre,3,400,280000,7
,Nabeul,𝔸 𝕍𝔼ℕ𝔻ℝ𝔼 un bel appartement  à Hammamet 29256226,,À Vendre,1,109,,2
,Nabeul,Un S+1 avec une très belle vue sur piscine à vendre à AFH Mrezga Nabeul,S+1,À Vendre,1,60,260000,1
,Ariana,Appartement à vendre à la petite ariana,,À Vendre,0,68,,1
,La Manouba,locaux commerciaux à vendre à oued ellil,,À Vendre,0,500,435000,4
,Ariana,maison S+3 à vendre à cité les journalistes,S+3,À Vendre,0,324,350000,3
,Ariana,A VENDRE S+1 – ARIANA – TEL 56306032 – FB.7094,S+1,À Louer,1,80,201998,1
,Ariana,À Louer Dépôt 1200 m² Charguia 2,,À Louer,2,1200,9000,2
,Ariana,Appartement S+1 à louer à Riadh landalous,S+1,À Louer,0,50,1300,1
,Tunis,"À vendre appartements s+1, 2et 3 FOPROLOS à Sidi Hassine",,À Vendre,0,65,107250,1
,Ariana,À loué Appartement s+3 à riadh al andalous,,À Louer,0,1,1340,3
,Ariana,À vendre Appartement s+3  à cité ennkhilet,,À Vendre,0,156,295000,3
,Ariana,Local commercial à louer à riadh landalous,,À Louer,0,132,3000,1
,Tunis,للكراء باليوم 28051409,,À Louer,1,1,1111,1
,Ariana,Local commercial à vendre  à riadh landalous,,À Vendre,0,187,,3
,Sousse,A LOUER Bureau Haut Standing Sousse,,À Louer,1,55,1000,1
,Ben Arous,Location Appartement Meublée mourouj 6,,À Louer,1,85,,1
,Tunis,A louer appartement S3 meublée à Manzeh 9,,À Louer,2,120,1400,3
,Ben Arous,À vendre appartement S+3 HST à Mourouj 3 / 98380449,S+3,À Vendre,1,100,,3
,Ben Arous,À louer appartement S+2 HST à El Mourouj 6 / 98380449,S+2,À Louer,1,120,,2
,Ariana,MAISON A LOUER A BORJLOUZIR,,À Louer,1,100,480,3
,Sfax,Appartement à louer,,À Louer,1,80,,3
,Tunis,A louer villa S+3 à Bardo,S+3,À Louer,1,100,1400,3
,Monastir,A Louer pour la saison universitaire :,,À Louer,1,85,,2
,Tunis,A louer un studio S+1 spacieux avec terrasse en 2em étage en face Kiosque Olibia Zone Industrielle le kram 200m du train TGM,S+1,À Louer,1,75,550,-1
,Ariana,A vendre un spacieux appartement S+4 au cœur de Cité Ennasr2,S+4,False,2,141,360000,5
,Nabeul,"Location annuelle Villa avec jardin, terrasse et abri de voiture pour la location à l’année dans un endroit résidentiel à AFH1 Nabeul",,À Louer,2,200,1600,4
,Ben Arous,Appartement S+3 Hst Ezzahra,S+3,À Vendre,2,150,355000,3
,Ben Arous,ETAGE DE VILLA S+3 RADES MELIANE,S+3,À Louer,1,120,1150,3
,Sousse,Maison ouvre sur trois cotés à Cité Riadh,,À Vendre,2,202,350000,3
,Sousse,Villa à  Kssibet  Sousse dans un  Quartier  Résidentiel,,À Vendre,3,532,570000,6
,Sousse,Local Commercial  à Khezema  dans un emplacement  Stratégique,,À Vendre,0,117,800000,1
,Tunis,للبيع طابق علوي أول دون ما فوقه ما نغير هواء,,False,False,False,,False
,Sousse,"Terrain Agricole 6886 m² à Sidi Bouali, Sur rue Principale Prés Ecovillage",,False,False,False,240000,False
,La Manouba,terrain habitat CV Borj   EL AMRI,,False,False,False,450000,False
,Ben Arous,lot de terrain à Mornag,,False,False,False,550,False
,Ariana,Jardin d el menzah2 à louer rez jardin villa,,À Louer,2,150,,3
,Ariana,a louer rez de jardin à usage bureautique,,À Louer,2,150,,3
,Kasserine,terre agricole,,False,False,False,125,False
,Tunis,A vendre S+1 avec terrasse à cité wahat,S+1,À Vendre,1,82,220000,1
,Ben Arous,A VENDRE,,False,False,False,320000,False
,Tunis,A vendre villa moderne R2 à l'Aouina,,À Vendre,4,463,1550000,5
,Tunis,A vendre terrain 1100 m² voc R5 à Montplaisir,,False,False,False,,False
,Tunis,A vendre Terrain 5400 m2 à Gammarth,,False,False,False,,False
,Ariana,Bureau su deux niveaux- 420m² - charguia 2 - IFCC137,,À Louer,0,420,5500,2
,Sousse,S2 a louer spacieux avec place parking,,À Louer,2,120,1100,2
